Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient1	patient1_t2	160	2	1
patient1	patient1_t2	160	3	59
patient1	patient1_t2	160	4	0
patient1	patient1_t2	160	5	34
patient1	patient1_t2	160	6	6
patient1	patient1_t2	161	1	0
patient1	patient1_t2	161	2	0
patient1	patient1_t2	161	3	54
patient1	patient1_t2	161	4	9
patient1	patient1_t2	161	5	33
patient1	patient1_t2	161	6	3
patient1	patient1_t2	162	1	0
patient1	patient1_t2	162	2	0
patient1	patient1_t2	162	3	57
patient1	patient1_t2	162	4	0
patient1	patient1_t2	162	5	37
patient1	patient1_t2	162	6	6
patient1	patient1_t2	163	1	0
patient1	patient1_t2	163	2	0
patient1	patient1_t2	163	3	58
patient1	patient1_t2	163	4	7
patient1	patient1_t2	163	5	31
patient1	patient1_t2	163	6	4
patient1	patient1_t2	164	1	0
patient1	patient1_t2	164	2	0
patient1	patient1_t2	164	3	59
patient1	patient1_t2	164	4	0
patient1	patient1_t2	164	5	33
patient1	patient1_t2	164	6	8
patient1	patient1_t2	165	1	0
patient1	patient1_t2	165	2	0
patient1	patient1_t2	165	3	59
patient1	patient1_t2	165	4	0
patient1	patient1_t2	165	5	36
patient1	patient1_t2	165	6	4
patient1	patient1_t2	166	1	0
patient1	patient1_t2	166	2	0
patient1	patient1_t2	166	3	45
patient1	patient1_t2	166	4	9
patient1	patient1_t2	166	5	40
patient1	patient1_t2	166	6	6
patient1	patient1_t2	167	1	0
patient1	patient1_t2	167	2	0
patient1	patient1_t2	167	3	54
patient1	patient1_t2	167	4	0
patient1	patient1_t2	167	5	39
patient1	patient1_t2	167	6	7
patient1	patient1_t2	168	1	0
patient1	patient1_t2	168	2	0
patient1	patient1_t2	168	3	61
patient1	patient1_t2	168	4	0
patient1	patient1_t2	168	5	33
patient1	patient1_t2	168	6	6
patient1	patient1_t2	169	1	0
patient1	patient1_t2	169	2	0
patient1	patient1_t2	169	3	62
patient1	patient1_t2	169	4	0
patient1	patient1_t2	169	5	33
patient1	patient1_t2	169	6	5
patient1	patient1_t2	170	1	0
patient1	patient1_t2	170	2	0
patient1	patient1_t2	170	3	51
patient1	patient1_t2	170	4	7
patient1	patient1_t2	170	5	36
patient1	patient1_t2	170	6	6
patient1	patient1_t2	171	1	0
patient1	patient1_t2	171	2	0
patient1	patient1_t2	171	3	53
patient1	patient1_t2	171	4	8
patient1	patient1_t2	171	5	31
patient1	patient1_t2	171	6	8
patient1	patient1_t2	172	1	0
patient1	patient1_t2	172	2	2
patient1	patient1_t2	172	3	48
patient1	patient1_t2	172	4	0
patient1	patient1_t2	172	5	42
patient1	patient1_t2	172	6	7
patient1	patient1_t2	173	1	0
patient1	patient1_t2	173	2	0
patient1	patient1_t2	173	3	52
patient1	patient1_t2	173	4	7
patient1	patient1_t2	173	5	36
patient1	patient1_t2	173	6	5
patient1	patient1_t2	174	1	0
patient1	patient1_t2	174	2	0
patient1	patient1_t2	174	3	65
patient1	patient1_t2	174	4	0
patient1	patient1_t2	174	5	31
patient1	patient1_t2	174	6	4
patient1	patient1_t2	175	1	0
patient1	patient1_t2	175	2	0
patient1	patient1_t2	175	3	49
patient1	patient1_t2	175	4	7
patient1	patient1_t2	175	5	38
patient1	patient1_t2	175	6	6
patient1	patient1_t2	176	1	0
patient1	patient1_t2	176	2	0
patient1	patient1_t2	176	3	47
patient1	patient1_t2	176	4	8
patient1	patient1_t2	176	5	38
patient1	patient1_t2	176	6	7
patient1	patient1_t2	177	1	0
patient1	patient1_t2	177	2	0
patient1	patient1_t2	177	3	60
patient1	patient1_t2	177	4	0
patient1	patient1_t2	177	5	34
patient1	patient1_t2	177	6	6
patient1	patient1_t2	178	1	0
patient1	patient1_t2	178	2	0
patient1	patient1_t2	178	3	54
patient1	patient1_t2	178	4	1
patient1	patient1_t2	178	5	40
patient1	patient1_t2	178	6	5
patient1	patient1_t2	179	1	0
patient1	patient1_t2	179	2	0
patient1	patient1_t2	179	3	47
patient1	patient1_t2	179	4	7
patient1	patient1_t2	179	5	42
patient1	patient1_t2	179	6	4
patient1	patient1_t2	180	1	0
patient1	patient1_t2	180	2	1
patient1	patient1_t2	180	3	59
patient1	patient1_t2	180	4	0
patient1	patient1_t2	180	5	36
patient1	patient1_t2	180	6	4
patient1	patient1_t2	181	1	0
patient1	patient1_t2	181	2	0
patient1	patient1_t2	181	3	60
patient1	patient1_t2	181	4	0
patient1	patient1_t2	181	5	33
patient1	patient1_t2	181	6	6
patient1	patient1_t2	182	1	0
patient1	patient1_t2	182	2	0
patient1	patient1_t2	182	3	51
patient1	patient1_t2	182	4	8
patient1	patient1_t2	182	5	35
patient1	patient1_t2	182	6	6
patient1	patient1_t2	183	1	0
patient1	patient1_t2	183	2	0
patient1	patient1_t2	183	3	53
patient1	patient1_t2	183	4	8
patient1	patient1_t2	183	5	35
patient1	patient1_t2	183	6	4
patient1	patient1_t2	184	1	0
patient1	patient1_t2	184	2	0
patient1	patient1_t2	184	3	55
patient1	patient1_t2	184	4	6
patient1	patient1_t2	184	5	32
patient1	patient1_t2	184	6	7
patient1	patient1_t2	185	1	0
patient1	patient1_t2	185	2	1
patient1	patient1_t2	185	3	64
patient1	patient1_t2	185	4	0
patient1	patient1_t2	185	5	30
patient1	patient1_t2	185	6	5
patient1	patient1_t2	186	1	0
patient1	patient1_t2	186	2	0
patient1	patient1_t2	186	3	49
patient1	patient1_t2	186	4	8
patient1	patient1_t2	186	5	34
patient1	patient1_t2	186	6	7
patient1	patient1_t2	187	1	0
patient1	patient1_t2	187	2	0
patient1	patient1_t2	187	3	59
patient1	patient1_t2	187	4	0
patient1	patient1_t2	187	5	33
patient1	patient1_t2	187	6	8
patient1	patient1_t2	188	1	0
patient1	patient1_t2	188	2	0
patient1	patient1_t2	188	3	50
patient1	patient1_t2	188	4	8
patient1	patient1_t2	188	5	37
patient1	patient1_t2	188	6	5
patient1	patient1_t2	189	1	0
patient1	patient1_t2	189	2	0
patient1	patient1_t2	189	3	61
patient1	patient1_t2	189	4	0
patient1	patient1_t2	189	5	34
patient1	patient1_t2	189	6	5
patient1	patient1_t2	190	1	0
patient1	patient1_t2	190	2	0
patient1	patient1_t2	190	3	62
patient1	patient1_t2	190	4	0
patient1	patient1_t2	190	5	33
patient1	patient1_t2	190	6	5
patient1	patient1_t2	191	1	0
patient1	patient1_t2	191	2	0
patient1	patient1_t2	191	3	59
patient1	patient1_t2	191	4	0
patient1	patient1_t2	191	5	36
patient1	patient1_t2	191	6	5
patient1	patient1_t2	192	1	0
patient1	patient1_t2	192	2	2
patient1	patient1_t2	192	3	56
patient1	patient1_t2	192	4	0
patient1	patient1_t2	192	5	36
patient1	patient1_t2	192	6	6
patient1	patient1_t2	193	1	0
patient1	patient1_t2	193	2	0
patient1	patient1_t2	193	3	48
patient1	patient1_t2	193	4	9
patient1	patient1_t2	193	5	38
patient1	patient1_t2	193	6	5
patient1	patient1_t2	194	1	0
patient1	patient1_t2	194	2	0
patient1	patient1_t2	194	3	53
patient1	patient1_t2	194	4	7
patient1	patient1_t2	194	5	34
patient1	patient1_t2	194	6	6
patient1	patient1_t2	195	1	0
patient1	patient1_t2	195	2	0
patient1	patient1_t2	195	3	54
patient1	patient1_t2	195	4	0
patient1	patient1_t2	195	5	37
patient1	patient1_t2	195	6	8
patient1	patient1_t2	196	1	0
patient1	patient1_t2	196	2	1
patient1	patient1_t2	196	3	61
patient1	patient1_t2	196	4	0
patient1	patient1_t2	196	5	34
patient1	patient1_t2	196	6	4
patient1	patient1_t2	197	1	0
patient1	patient1_t2	197	2	0
patient1	patient1_t2	197	3	58
patient1	patient1_t2	197	4	8
patient1	patient1_t2	197	5	31
patient1	patient1_t2	197	6	3
patient1	patient1_t2	198	1	0
patient1	patient1_t2	198	2	0
patient1	patient1_t2	198	3	57
patient1	patient1_t2	198	4	5
patient1	patient1_t2	198	5	33
patient1	patient1_t2	198	6	5
patient1	patient1_t2	199	1	0
patient1	patient1_t2	199	2	0
patient1	patient1_t2	199	3	53
patient1	patient1_t2	199	4	7
patient1	patient1_t2	199	5	34
patient1	patient1_t2	199	6	5
patient1	patient1_t2	200	1	0
patient1	patient1_t2	200	2	0
patient1	patient1_t2	200	3	66
patient1	patient1_t2	200	4	0
patient1	patient1_t2	200	5	30
patient1	patient1_t2	200	6	4
patient1	patient1_t2	201	1	0
patient1	patient1_t2	201	2	0
patient1	patient1_t2	201	3	51
patient1	patient1_t2	201	4	8
patient1	patient1_t2	201	5	34
patient1	patient1_t2	201	6	7
patient1	patient1_t2	202	1	0
patient1	patient1_t2	202	2	0
patient1	patient1_t2	202	3	49
patient1	patient1_t2	202	4	9
patient1	patient1_t2	202	5	39
patient1	patient1_t2	202	6	3
patient1	patient1_t2	203	1	0
patient1	patient1_t2	203	2	0
patient1	patient1_t2	203	3	58
patient1	patient1_t2	203	4	7
patient1	patient1_t2	203	5	32
patient1	patient1_t2	203	6	3
patient1	patient1_t2	204	1	0
patient1	patient1_t2	204	2	0
patient1	patient1_t2	204	3	46
patient1	patient1_t2	204	4	7
patient1	patient1_t2	204	5	41
patient1	patient1_t2	204	6	6
patient1	patient1_t2	205	1	0
patient1	patient1_t2	205	2	0
patient1	patient1_t2	205	3	55
patient1	patient1_t2	205	4	8
patient1	patient1_t2	205	5	32
patient1	patient1_t2	205	6	5
patient1	patient1_t2	206	1	0
patient1	patient1_t2	206	2	0
patient1	patient1_t2	206	3	63
patient1	patient1_t2	206	4	0
patient1	patient1_t2	206	5	33
patient1	patient1_t2	206	6	4
patient1	patient1_t2	207	1	0
patient1	patient1_t2	207	2	0
patient1	patient1_t2	207	3	58
patient1	patient1_t2	207	4	0
patient1	patient1_t2	207	5	36
patient1	patient1_t2	207	6	6
patient1	patient1_t2	208	1	0
patient1	patient1_t2	208	2	0
patient1	patient1_t2	208	3	50
patient1	patient1_t2	208	4	7
patient1	patient1_t2	208	5	38
patient1	patient1_t2	208	6	5
patient1	patient1_t2	209	1	0
patient1	patient1_t2	209	2	1
patient1	patient1_t2	209	3	60
patient1	patient1_t2	209	4	0
patient1	patient1_t2	209	5	34
patient1	patient1_t2	209	6	5
patient1	patient1_t2	210	1	0
patient1	patient1_t2	210	2	0
patient1	patient1_t2	210	3	54
patient1	patient1_t2	210	4	9
patient1	patient1_t2	210	5	34
patient1	patient1_t2	210	6	3
patient1	patient1_t2	211	1	0
patient1	patient1_t2	211	2	0
patient1	patient1_t2	211	3	50
patient1	patient1_t2	211	4	8
patient1	patient1_t2	211	5	37
patient1	patient1_t2	211	6	5
patient1	patient1_t2	212	1	0
patient1	patient1_t2	212	2	1
patient1	patient1_t2	212	3	59
patient1	patient1_t2	212	4	0
patient1	patient1_t2	212	5	36
patient1	patient1_t2	212	6	4
patient1	patient1_t2	213	1	0
patient1	patient1_t2	213	2	0
patient1	patient1_t2	213	3	60
patient1	patient1_t2	213	4	6
patient1	patient1_t2	213	5	31
patient1	patient1_t2	213	6	3
patient1	patient1_t2	214	1	0
patient1	patient1_t2	214	2	0
patient1	patient1_t2	214	3	62
patient1	patient1_t2	214	4	0
patient1	patient1_t2	214	5	33
patient1	patient1_t2	214	6	5
patient1	patient1_t2	215	1	0
patient1	patient1_t2	215	2	0
patient1	patient1_t2	215	3	55
patient1	patient1_t2	215	4	0
patient1	patient1_t2	215	5	39
patient1	patient1_t2	215	6	6
patient1	patient1_t2	216	1	0
patient1	patient1_t2	216	2	1
patient1	patient1_t2	216	3	58
patient1	patient1_t2	216	4	0
patient1	patient1_t2	216	5	35
patient1	patient1_t2	216	6	6
patient1	patient1_t2	217	1	0
patient1	patient1_t2	217	2	0
patient1	patient1_t2	217	3	52
patient1	patient1_t2	217	4	7
patient1	patient1_t2	217	5	37
patient1	patient1_t2	217	6	4
patient1	patient1_t2	218	1	0
patient1	patient1_t2	218	2	0
patient1	patient1_t2	218	3	53
patient1	patient1_t2	218	4	9
patient1	patient1_t2	218	5	32
patient1	patient1_t2	218	6	6
patient1	patient1_t2	219	1	0
patient1	patient1_t2	219	2	0
patient1	patient1_t2	219	3	52
patient1	patient1_t2	219	4	8
patient1	patient1_t2	219	5	35
patient1	patient1_t2	219	6	5
patient1	patient1_t2	220	1	0
patient1	patient1_t2	220	2	0
patient1	patient1_t2	220	3	52
patient1	patient1_t2	220	4	7
patient1	patient1_t2	220	5	36
patient1	patient1_t2	220	6	5
patient1	patient1_t2	221	1	0
patient1	patient1_t2	221	2	1
patient1	patient1_t2	221	3	57
patient1	patient1_t2	221	4	0
patient1	patient1_t2	221	5	33
patient1	patient1_t2	221	6	9
patient1	patient1_t2	222	1	0
patient1	patient1_t2	222	2	0
patient1	patient1_t2	222	3	64
patient1	patient1_t2	222	4	0
patient1	patient1_t2	222	5	32
patient1	patient1_t2	222	6	4
patient1	patient1_t2	223	1	0
patient1	patient1_t2	223	2	0
patient1	patient1_t2	223	3	61
patient1	patient1_t2	223	4	0
patient1	patient1_t2	223	5	35
patient1	patient1_t2	223	6	4
patient1	patient1_t2	224	1	0
patient1	patient1_t2	224	2	0
patient1	patient1_t2	224	3	56
patient1	patient1_t2	224	4	0
patient1	patient1_t2	224	5	38
patient1	patient1_t2	224	6	5
patient1	patient1_t2	225	1	0
patient1	patient1_t2	225	2	1
patient1	patient1_t2	225	3	64
patient1	patient1_t2	225	4	0
patient1	patient1_t2	225	5	30
patient1	patient1_t2	225	6	5
patient1	patient1_t2	226	1	0
patient1	patient1_t2	226	2	0
patient1	patient1_t2	226	3	55
patient1	patient1_t2	226	4	0
patient1	patient1_t2	226	5	38
patient1	patient1_t2	226	6	7
patient1	patient1_t2	227	1	0
patient1	patient1_t2	227	2	0
patient1	patient1_t2	227	3	55
patient1	patient1_t2	227	4	5
patient1	patient1_t2	227	5	35
patient1	patient1_t2	227	6	5
patient1	patient1_t2	228	1	0
patient1	patient1_t2	228	2	0
patient1	patient1_t2	228	3	61
patient1	patient1_t2	228	4	0
patient1	patient1_t2	228	5	35
patient1	patient1_t2	228	6	4
patient1	patient1_t2	229	1	0
patient1	patient1_t2	229	2	0
patient1	patient1_t2	229	3	45
patient1	patient1_t2	229	4	9
patient1	patient1_t2	229	5	42
patient1	patient1_t2	229	6	4
patient1	patient1_t2	230	1	0
patient1	patient1_t2	230	2	0
patient1	patient1_t2	230	3	61
patient1	patient1_t2	230	4	0
patient1	patient1_t2	230	5	33
patient1	patient1_t2	230	6	6
patient1	patient1_t2	231	1	0
patient1	patient1_t2	231	2	0
patient1	patient1_t2	231	3	50
patient1	patient1_t2	231	4	1
patient1	patient1_t2	231	5	42
patient1	patient1_t2	231	6	7
patient1	patient1_t2	232	1	0
patient1	patient1_t2	232	2	0
patient1	patient1_t2	232	3	57
patient1	patient1_t2	232	4	0
patient1	patient1_t2	232	5	40
patient1	patient1_t2	232	6	3
patient1	patient1_t2	233	1	0
patient1	patient1_t2	233	2	0
patient1	patient1_t2	233	3	59
patient1	patient1_t2	233	4	0
patient1	patient1_t2	233	5	34
patient1	patient1_t2	233	6	7
patient1	patient1_t2	234	1	0
patient1	patient1_t2	234	2	1
patient1	patient1_t2	234	3	56
patient1	patient1_t2	234	4	0
patient1	patient1_t2	234	5	36
patient1	patient1_t2	234	6	7
patient1	patient1_t2	235	1	0
patient1	patient1_t2	235	2	0
patient1	patient1_t2	235	3	61
patient1	patient1_t2	235	4	0
patient1	patient1_t2	235	5	33
patient1	patient1_t2	235	6	6
patient1	patient1_t2	236	1	0
patient1	patient1_t2	236	2	0
patient1	patient1_t2	236	3	60
patient1	patient1_t2	236	4	6
patient1	patient1_t2	236	5	30
patient1	patient1_t2	236	6	4
patient1	patient1_t2	237	1	0
patient1	patient1_t2	237	2	0
patient1	patient1_t2	237	3	60
patient1	patient1_t2	237	4	0
patient1	patient1_t2	237	5	34
patient1	patient1_t2	237	6	6
patient1	patient1_t2	238	1	0
patient1	patient1_t2	238	2	0
patient1	patient1_t2	238	3	47
patient1	patient1_t2	238	4	9
patient1	patient1_t2	238	5	39
patient1	patient1_t2	238	6	5
patient1	patient1_t2	239	1	0
patient1	patient1_t2	239	2	0
patient1	patient1_t2	239	3	52
patient1	patient1_t2	239	4	7
patient1	patient1_t2	239	5	35
patient1	patient1_t2	239	6	6
patient1	patient1_t2	240	1	0
patient1	patient1_t2	240	2	0
patient1	patient1_t2	240	3	50
patient1	patient1_t2	240	4	7
patient1	patient1_t2	240	5	38
patient1	patient1_t2	240	6	5
patient1	patient1_t2	241	1	0
patient1	patient1_t2	241	2	0
patient1	patient1_t2	241	3	53
patient1	patient1_t2	241	4	6
patient1	patient1_t2	241	5	37
patient1	patient1_t2	241	6	4
patient1	patient1_t2	242	1	0
patient1	patient1_t2	242	2	0
patient1	patient1_t2	242	3	48
patient1	patient1_t2	242	4	7
patient1	patient1_t2	242	5	40
patient1	patient1_t2	242	6	5
patient1	patient1_t2	243	1	0
patient1	patient1_t2	243	2	0
patient1	patient1_t2	243	3	58
patient1	patient1_t2	243	4	0
patient1	patient1_t2	243	5	38
patient1	patient1_t2	243	6	4
patient1	patient1_t2	244	1	0
patient1	patient1_t2	244	2	0
patient1	patient1_t2	244	3	55
patient1	patient1_t2	244	4	0
patient1	patient1_t2	244	5	39
patient1	patient1_t2	244	6	6
patient1	patient1_t2	245	1	0
patient1	patient1_t2	245	2	0
patient1	patient1_t2	245	3	57
patient1	patient1_t2	245	4	0
patient1	patient1_t2	245	5	36
patient1	patient1_t2	245	6	7
patient1	patient1_t2	246	1	0
patient1	patient1_t2	246	2	0
patient1	patient1_t2	246	3	50
patient1	patient1_t2	246	4	6
patient1	patient1_t2	246	5	37
patient1	patient1_t2	246	6	7
patient1	patient1_t2	247	1	0
patient1	patient1_t2	247	2	0
patient1	patient1_t2	247	3	57
patient1	patient1_t2	247	4	8
patient1	patient1_t2	247	5	30
patient1	patient1_t2	247	6	5
patient1	patient1_t2	248	1	0
patient1	patient1_t2	248	2	1
patient1	patient1_t2	248	3	64
patient1	patient1_t2	248	4	0
patient1	patient1_t2	248	5	32
patient1	patient1_t2	248	6	3
patient1	patient1_t2	249	1	0
patient1	patient1_t2	249	2	0
patient1	patient1_t2	249	3	48
patient1	patient1_t2	249	4	9
patient1	patient1_t2	249	5	37
patient1	patient1_t2	249	6	6
patient1	patient1_t3	0	1	3
patient1	patient1_t3	0	2	23
patient1	patient1_t3	0	3	1
patient1	patient1_t3	0	4	65
patient1	patient1_t3	0	5	6
patient1	patient1_t3	0	6	2
patient1	patient1_t3	1	1	0
patient1	patient1_t3	1	2	21
patient1	patient1_t3	1	3	2
patient1	patient1_t3	1	4	70
patient1	patient1_t3	1	5	5
patient1	patient1_t3	1	6	2
patient1	patient1_t3	2	1	0
patient1	patient1_t3	2	2	30
patient1	patient1_t3	2	3	0
patient1	patient1_t3	2	4	62
patient1	patient1_t3	2	5	5
patient1	patient1_t3	2	6	3
patient1	patient1_t3	3	1	0
patient1	patient1_t3	3	2	23
patient1	patient1_t3	3	3	1
patient1	patient1_t3	3	4	69
patient1	patient1_t3	3	5	4
patient1	patient1_t3	3	6	3
patient1	patient1_t3	4	1	0
patient1	patient1_t3	4	2	19
patient1	patient1_t3	4	3	2
patient1	patient1_t3	4	4	72
patient1	patient1_t3	4	5	4
patient1	patient1_t3	4	6	3
patient1	patient1_t3	5	1	0
patient1	patient1_t3	5	2	28
patient1	patient1_t3	5	3	0
patient1	patient1_t3	5	4	64
patient1	patient1_t3	5	5	4
patient1	patient1_t3	5	6	4
patient1	patient1_t3	6	1	0
patient1	patient1_t3	6	2	22
patient1	patient1_t3	6	3	0
patient1	patient1_t3	6	4	70
patient1	patient1_t3	6	5	5
patient1	patient1_t3	6	6	3
patient1	patient1_t3	7	1	0
patient1	patient1_t3	7	2	31
patient1	patient1_t3	7	3	0
patient1	patient1_t3	7	4	61
patient1	patient1_t3	7	5	5
patient1	patient1_t3	7	6	3
patient1	patient1_t3	8	1	0
patient1	patient1_t3	8	2	30
patient1	patient1_t3	8	3	0
patient1	patient1_t3	8	4	62
patient1	patient1_t3	8	5	5
patient1	patient1_t3	8	6	3
patient1	patient1_t3	9	1	0
patient1	patient1_t3	9	2	29
patient1	patient1_t3	9	3	1
patient1	patient1_t3	9	4	62
patient1	patient1_t3	9	5	5
patient1	patient1_t3	9	6	3
patient1	patient1_t3	10	1	0
patient1	patient1_t3	10	2	24
patient1	patient1_t3	10	3	2
patient1	patient1_t3	10	4	67
patient1	patient1_t3	10	5	4
patient1	patient1_t3	10	6	3
patient1	patient1_t3	11	1	0
patient1	patient1_t3	11	2	29
patient1	patient1_t3	11	3	1
patient1	patient1_t3	11	4	62
patient1	patient1_t3	11	5	5
patient1	patient1_t3	11	6	3
patient1	patient1_t3	12	1	0
patient1	patient1_t3	12	2	20
patient1	patient1_t3	12	3	1
patient1	patient1_t3	12	4	71
patient1	patient1_t3	12	5	5
patient1	patient1_t3	12	6	3
patient1	patient1_t3	13	1	0
patient1	patient1_t3	13	2	25
patient1	patient1_t3	13	3	0
patient1	patient1_t3	13	4	68
patient1	patient1_t3	13	5	2
patient1	patient1_t3	13	6	5
patient1	patient1_t3	14	1	0
patient1	patient1_t3	14	2	23
patient1	patient1_t3	14	3	2
patient1	patient1_t3	14	4	68
patient1	patient1_t3	14	5	4
patient1	patient1_t3	14	6	3
patient1	patient1_t3	15	1	0
patient1	patient1_t3	15	2	26
patient1	patient1_t3	15	3	2
patient1	patient1_t3	15	4	66
patient1	patient1_t3	15	5	4
patient1	patient1_t3	15	6	2
patient1	patient1_t3	16	1	0
patient1	patient1_t3	16	2	26
patient1	patient1_t3	16	3	1
patient1	patient1_t3	16	4	65
patient1	patient1_t3	16	5	5
patient1	patient1_t3	16	6	3
patient1	patient1_t3	17	1	0
patient1	patient1_t3	17	2	26
patient1	patient1_t3	17	3	1
patient1	patient1_t3	17	4	65
patient1	patient1_t3	17	5	4
patient1	patient1_t3	17	6	4
patient1	patient1_t3	18	1	0
patient1	patient1_t3	18	2	26
patient1	patient1_t3	18	3	1
patient1	patient1_t3	18	4	65
patient1	patient1_t3	18	5	5
patient1	patient1_t3	18	6	3
patient1	patient1_t3	19	1	0
patient1	patient1_t3	19	2	29
patient1	patient1_t3	19	3	0
patient1	patient1_t3	19	4	63
patient1	patient1_t3	19	5	4
patient1	patient1_t3	19	6	4
patient1	patient1_t3	20	1	0
patient1	patient1_t3	20	2	30
patient1	patient1_t3	20	3	1
patient1	patient1_t3	20	4	61
patient1	patient1_t3	20	5	4
patient1	patient1_t3	20	6	4
patient1	patient1_t3	21	1	0
patient1	patient1_t3	21	2	21
patient1	patient1_t3	21	3	0
patient1	patient1_t3	21	4	70
patient1	patient1_t3	21	5	5
patient1	patient1_t3	21	6	4
patient1	patient1_t3	22	1	0
patient1	patient1_t3	22	2	18
patient1	patient1_t3	22	3	1
patient1	patient1_t3	22	4	73
patient1	patient1_t3	22	5	5
patient1	patient1_t3	22	6	3
patient1	patient1_t3	23	1	0
patient1	patient1_t3	23	2	23
patient1	patient1_t3	23	3	2
patient1	patient1_t3	23	4	68
patient1	patient1_t3	23	5	4
patient1	patient1_t3	23	6	3
patient1	patient1_t3	24	1	0
patient1	patient1_t3	24	2	22
patient1	patient1_t3	24	3	0
patient1	patient1_t3	24	4	69
patient1	patient1_t3	24	5	6
patient1	patient1_t3	24	6	3
patient1	patient1_t3	25	1	0
patient1	patient1_t3	25	2	23
patient1	patient1_t3	25	3	0
patient1	patient1_t3	25	4	69
patient1	patient1_t3	25	5	4
patient1	patient1_t3	25	6	4
patient1	patient1_t3	26	1	0
patient1	patient1_t3	26	2	26
patient1	patient1_t3	26	3	2
patient1	patient1_t3	26	4	65
patient1	patient1_t3	26	5	4
patient1	patient1_t3	26	6	3
patient1	patient1_t3	27	1	0
patient1	patient1_t3	27	2	30
patient1	patient1_t3	27	3	3
patient1	patient1_t3	27	4	62
patient1	patient1_t3	27	5	3
patient1	patient1_t3	27	6	2
patient1	patient1_t3	28	1	0
patient1	patient1_t3	28	2	26
patient1	patient1_t3	28	3	1
patient1	patient1_t3	28	4	65
patient1	patient1_t3	28	5	5
patient1	patient1_t3	28	6	3
patient1	patient1_t3	29	1	0
patient1	patient1_t3	29	2	32
patient1	patient1_t3	29	3	0
patient1	patient1_t3	29	4	60
patient1	patient1_t3	29	5	5
patient1	patient1_t3	29	6	3
patient1	patient1_t3	30	1	0
patient1	patient1_t3	30	2	26
patient1	patient1_t3	30	3	0
patient1	patient1_t3	30	4	65
patient1	patient1_t3	30	5	5
patient1	patient1_t3	30	6	4
patient1	patient1_t3	31	1	0
patient1	patient1_t3	31	2	29
patient1	patient1_t3	31	3	0
patient1	patient1_t3	31	4	64
patient1	patient1_t3	31	5	5
patient1	patient1_t3	31	6	2
patient1	patient1_t3	32	1	0
patient1	patient1_t3	32	2	27
patient1	patient1_t3	32	3	1
patient1	patient1_t3	32	4	64
patient1	patient1_t3	32	5	5
patient1	patient1_t3	32	6	3
patient1	patient1_t3	33	1	0
patient1	patient1_t3	33	2	29
patient1	patient1_t3	33	3	0
patient1	patient1_t3	33	4	63
patient1	patient1_t3	33	5	5
patient1	patient1_t3	33	6	3
patient1	patient1_t3	34	1	0
patient1	patient1_t3	34	2	28
patient1	patient1_t3	34	3	0
patient1	patient1_t3	34	4	63
patient1	patient1_t3	34	5	5
patient1	patient1_t3	34	6	4
patient1	patient1_t3	35	1	0
patient1	patient1_t3	35	2	23
patient1	patient1_t3	35	3	0
patient1	patient1_t3	35	4	68
patient1	patient1_t3	35	5	5
patient1	patient1_t3	35	6	4
patient1	patient1_t3	36	1	0
patient1	patient1_t3	36	2	26
patient1	patient1_t3	36	3	0
patient1	patient1_t3	36	4	66
patient1	patient1_t3	36	5	5
patient1	patient1_t3	36	6	3
patient1	patient1_t3	37	1	0
patient1	patient1_t3	37	2	24
patient1	patient1_t3	37	3	1
patient1	patient1_t3	37	4	67
patient1	patient1_t3	37	5	5
patient1	patient1_t3	37	6	3
patient1	patient1_t3	38	1	0
patient1	patient1_t3	38	2	30
patient1	patient1_t3	38	3	2
patient1	patient1_t3	38	4	61
patient1	patient1_t3	38	5	4
patient1	patient1_t3	38	6	3
patient1	patient1_t3	39	1	0
patient1	patient1_t3	39	2	24
patient1	patient1_t3	39	3	1
patient1	patient1_t3	39	4	68
patient1	patient1_t3	39	5	4
patient1	patient1_t3	39	6	3
patient1	patient1_t3	40	1	0
patient1	patient1_t3	40	2	24
patient1	patient1_t3	40	3	3
patient1	patient1_t3	40	4	67
patient1	patient1_t3	40	5	4
patient1	patient1_t3	40	6	2
patient1	patient1_t3	41	1	0
patient1	patient1_t3	41	2	29
patient1	patient1_t3	41	3	1
patient1	patient1_t3	41	4	62
patient1	patient1_t3	41	5	5
patient1	patient1_t3	41	6	3
patient1	patient1_t3	42	1	0
patient1	patient1_t3	42	2	19
patient1	patient1_t3	42	3	0
patient1	patient1_t3	42	4	72
patient1	patient1_t3	42	5	6
patient1	patient1_t3	42	6	3
patient1	patient1_t3	43	1	0
patient1	patient1_t3	43	2	24
patient1	patient1_t3	43	3	2
patient1	patient1_t3	43	4	67
patient1	patient1_t3	43	5	5
patient1	patient1_t3	43	6	2
patient1	patient1_t3	44	1	0
patient1	patient1_t3	44	2	25
patient1	patient1_t3	44	3	0
patient1	patient1_t3	44	4	67
patient1	patient1_t3	44	5	4
patient1	patient1_t3	44	6	4
patient1	patient1_t3	45	1	0
patient1	patient1_t3	45	2	30
patient1	patient1_t3	45	3	1
patient1	patient1_t3	45	4	61
patient1	patient1_t3	45	5	5
patient1	patient1_t3	45	6	3
patient1	patient1_t3	46	1	0
patient1	patient1_t3	46	2	31
patient1	patient1_t3	46	3	2
patient1	patient1_t3	46	4	60
patient1	patient1_t3	46	5	4
patient1	patient1_t3	46	6	3
