Chromosome	Start.bp	End.bp	mu.major	mu.minor	n_probes	length	tau	sigma.minor	sigma.major
17	56311011	56534095	3.0	1.0	3211	29263751	3.9974733999999996	0.002478213999868187	0.012220206007923796
17	56534095	62018907	1.0	1.0	1569	44293245	5.8787025	0.024289498370997708	0.0333361255442252
17	62018907	62037658	1.6	1.0	379	34712173	5.6070736	0.0012371088208333097	0.002902068640157758
17	62037658	62329336	3.6	1.0	725	80729309	2.4734425	0.001491114290138316	0.016219406680011796
17	62329336	62645628	1.6	1.0	5286	76397166	3.5419044	0.0006838722820639548	0.005963206287747123
17	62645628	62999158	1.9	1.6	4571	62904771	0.007402199999999999	0.0021069554436589457	0.011607165275497615
17	62999158	63345326	1.6	1.0	1216	60743822	0.2966735	0.005386418688281836	0.028743403661350895
17	63345326	63665794	1.0	1.0	2032	55586917	4.0775397	0.008219687406567946	0.011987892913327141
17	63665794	65115638	1.0	0.95	2495	9826307	5.279376999999999	0.01796124450179218	0.027386349334952403
17	65115638	65440414	1.0	1.0	5272	13660610	5.362729	0.009386428172837033	0.01017476141249699
17	65440414	66123848	3.0	1.0	2079	75363295	1.9513113999999998	0.0009051982222246291	0.015932659335413338
17	66123848	69529602	1.0	1.0	3597	25023536	5.5900935	0.000748525783846883	0.006105315075051869
17	69529602	70756460	1.0	0.4	244	43557891	4.7003124	0.0017285348035777565	0.012175282076982558
17	70756460	70960896	1.0	0.0	5251	76612010	2.2942057	7.878449479264541e-05	0.019654204863139
17	70960896	72636127	1.0	0.4	5536	94795364	2.8216473	0.006486074989457028	0.009622021209371844
17	72636127	73807715	1.0	1.0	4059	85793584	0.8450002	0.0007660259923814982	0.0015047241900109124
17	73807715	75179947	1.0	0.0	2772	86492356	4.2538428999999995	0.00823286080045867	0.011420789094172022
17	75179947	77230966	1.0	1.0	2341	40743405	3.4133725999999998	0.028078132506004105	0.05265467970105813
17	77230966	79810967	1.0	0.0	4041	40093383	3.8837884999999996	0.00022328432722067942	0.03433911557089915
17	79810967	81195210	1.0	1.0	5147	80201651	0.1496761	0.019102331277911683	0.022967744900918664
18	1	8799467	1.0	1.0	1428	51021199	2.813209	0.00611305833083373	0.007697788122081759
18	8799467	14110107	1.9	1.0	4423	16874967	4.7253058999999995	0.008289070960797562	0.008765422325694846
18	14110107	14274568	1.96	1.0	2295	34247766	0.4410884	0.002346734765354277	0.0038473840581082796
18	14274568	15050447	2.96	1.0	3022	49018387	1.076496	0.009560958540461129	0.0279370321229871
18	15050447	15663298	2.06	1.0	3931	17356365	4.6956118	0.001378397703145778	0.0020179437338397853
18	15663298	15786822	5.0	2.06	788	85345495	2.9307233	0.008162079513985425	0.010885701191528851
18	15786822	16293128	6.0	2.06	2278	79808356	3.4249397	0.008956863149138882	0.03705547434741897
18	16293128	17993729	6.0	2.0	2983	97056549	2.3705159	0.004703154088202771	0.008508686535485506
18	17993729	18074627	5.0	2.0	401	77059557	2.7471376999999997	0.0020262993252500375	0.0044200183222585345
18	18074627	18198651	5.0	0.0	2709	47601628	0.8584075	0.0007278107910103415	0.030756376588795306
18	18198651	19247300	0.0	0.0	1861	51851847	4.7071827	0.0017078097872178714	0.0022271219884451576
18	19247300	19429401	0.0	0.0	4762	16610046	5.5328064999999995	0.005409913998593483	0.015336901731528805
18	19429401	20046490	0.0	0.0	220	26674591	0.5744404	0.0001617511533766446	0.0013324324290486253
18	20046490	21139738	0.0	0.0	4124	47156698	3.0963135999999998	0.002172116886273226	0.0031295166784613723
18	21139738	21174818	2.0	0.0	4986	94289698	2.5616225	0.000697038360298592	0.0029696586883380892
18	21174818	24746634	2.0	1.0	2988	79569204	4.3686117	0.00450836166426486	0.025555993765455854
18	24746634	26673379	1.4	1.0	255	43681963	4.3304471	0.003410114855914756	0.02154551368352746
18	26673379	28065089	1.0	0.7	304	77022899	0.3803744	2.894671519648613e-05	0.024388825229227633
18	28065089	29802351	1.0	1.0	726	55052785	1.8295557999999998	0.0029040861695589994	0.016214971307558487
18	29802351	31674431	1.0	0.0	4689	18629518	4.1618337	0.015489087739389869	0.018533407540019763
18	31674431	33290809	1.0	0.0	4120	38855299	4.6920896999999995	0.0009721260756045099	0.026253045718588393
18	33290809	33754452	0.95	0.0	7	9021870	4.6956536	0.00021083896614552928	0.0013413863205358168
18	33754452	35802905	3.0	0.95	3533	61768572	3.8956358	0.008116050947380169	0.01525151998665779
18	35802905	36031128	3.0	1.0	5385	68445916	4.1103254	0.0037600568371678332	0.022736922638589726
18	36031128	37448335	1.2000000000000002	1.0	3266	39093849	4.643819199999999	0.00481613277371092	0.009723294963143291
18	37448335	38754276	3.0	1.0	4957	61636120	3.5987937	0.0007988273607160436	0.006365495824376047
18	38754276	39038624	1.0	0.0	1046	98234782	5.7413821	0.014518632115881882	0.022449468856885143
18	39038624	39353097	0.0	0.0	399	83386166	2.1230216	0.000707489927904812	0.00850439471388401
18	39353097	41156091	3.0	0.0	2928	19739112	0.5607869	0.014282558295851858	0.019583310087188305
18	41156091	41226583	1.65	0.0	3544	53400454	4.2325586	0.0007317038579987155	0.009804991958264293
18	41226583	41521361	1.65	0.0	1376	40863730	3.3174884	0.008977905739351637	0.012496962886593332
18	41521361	41880715	1.65	0.0	3931	95896281	0.1854012	0.0021866327979705763	0.0026337196200007062
18	41880715	42282095	1.2000000000000002	0.0	5595	96890446	1.1158287	0.007062077789594722	0.011674668414861143
18	42282095	42903606	2.1	0.0	1451	29002000	5.1987258	0.0008246783476211983	0.012585675442033047
18	42903606	43800183	0.55	0.0	2590	99931599	1.7101811999999998	0.0003829918616168759	0.025529756314467675
18	43800183	43824701	1.0	0.0	5027	6215789	2.6841299999999997	8.909927924541646e-05	0.0019969949846348548
18	43824701	45597917	1.0	0.0	173	4341026	3.8201158	0.017805872960293127	0.03288238409146108
18	45597917	45835100	1.0	0.0	3968	81985849	2.1736573999999997	0.0009975810936831875	0.049517529984909214
18	45835100	45894818	1.0	0.0	1018	18550813	0.3360203	0.00031544271043100556	0.002320278113062895
18	45894818	45939459	3.0	0.0	5278	42557541	3.1603998	0.0034399763363098497	0.015717803668636125
18	45939459	46667584	3.0	0.0	3714	92266971	4.8421992	0.006595774269296957	0.010219050685853699
18	46667584	47777125	1.0	0.0	2477	65639731	1.6943625999999998	0.00032989198481886634	0.015275622439391146
18	47777125	49534822	1.0	0.0	2031	70975034	2.3929967999999997	0.0018369146010020244	0.005744577792957273
18	49534822	50314462	0.55	0.0	2958	44360708	1.9641823999999999	0.0013755592703137746	0.008062927458016076
18	50314462	53516446	1.0	0.0	4944	28122413	3.4191982	0.007021885223526864	0.03771378775745747
18	53516446	54272729	1.0	0.0	2752	49209000	2.0273212	0.003565636620148287	0.004848663325239186
18	54272729	54859928	1.0	0.0	5670	41040810	0.1006783	0.017625506361638833	0.018001599815592063
18	54859928	55270667	0.97	0.0	4147	84775365	2.3920437	0.0034963361381133164	0.008996405963985635
18	55270667	56398770	1.0	0.0	821	32560801	4.3440709	2.706498384525773e-05	0.016908825612711103
18	56398770	63852097	1.0	0.0	2467	13070149	5.2230701999999996	0.004556934227757001	0.011296722359347
18	63852097	65358205	0.0	0.0	4972	43731887	2.7515927	0.010744205958666488	0.02820260611931808
18	65358205	73883059	1.0	0.0	1895	34722737	1.9426672999999999	0.000495456525893584	0.003123484733883618
18	73883059	76526494	1.0	0.0	3502	19572915	1.2539981999999998	0.02037229412176977	0.031235667283305672
18	76526494	76927712	1.0	0.0	3463	84307135	5.7398603	0.0007811569308381651	0.007854568062034042
18	76927712	77869956	2.0	0.0	658	29223477	1.6111847	0.010831806338013323	0.01632375169385291
18	77869956	78077248	1.0	0.0	5278	47692658	0.8125296	0.00048042969546798105	0.0011897089432545737
19	1	397367	1.0	0.0	2321	77047849	4.747101499999999	0.007070854940224846	0.008506220388735
19	397367	2632270	3.0	0.0	1457	64070153	3.8209467999999998	0.007059098971886382	0.010170101607897124
19	2632270	3537935	3.0	0.0	2755	18961517	1.5618108	0.00065767265731444	0.005064200563738565
19	3537935	3891987	3.05	0.0	5842	34257000	3.6509012999999997	0.010858869720419604	0.04611813143311976
19	3891987	5138540	3.05	0.0	5442	38482544	2.4285213	0.004958816549075885	0.008215759240944996
19	5138540	5621779	3.05	0.0	1315	46164417	3.6847542	0.008908489582048588	0.020121875564391826
19	5621779	5776266	1.05	0.0	1818	82493004	3.5497533	0.025731728182577105	0.03723828197967223
19	5776266	6552955	1.05	0.0	3928	58227455	5.221544199999999	0.001210794688867396	0.01156362861222921
19	6552955	7824587	1.35	0.0	4149	81918242	5.4581696	0.0032783505823147795	0.019344198860526924
19	7824587	12151706	1.3	0.0	3272	37547597	3.6613236999999996	0.007749638305441545	0.04355873136952194
19	12151706	12942042	1.0	0.0	3143	99102825	3.1267419	0.012242566100049153	0.014053025227718674
19	12942042	12961902	1.0	0.0	4226	66259211	3.0100222999999997	0.0059366252445201455	0.05217575189865919
19	12961902	16478668	1.0	0.0	2467	93310457	3.8104283	0.0006489730733826144	0.011249126768444207
19	16478668	16500512	0.9	0.0	5308	42014693	4.5578021	0.011800369954808055	0.015639582775796072
19	16500512	18164369	0.9	0.0	1290	13673751	2.7038566	0.005622719423712	0.0069842911762052085
19	18164369	18583475	0.9	0.0	4411	61203188	2.3226964999999997	0.001475034187611246	0.026695724412267786
19	18583475	18724877	2.7	0.0	2411	18563499	5.900339499999999	0.010375385752831064	0.016103058005615904
19	18724877	18782131	2.7	0.0	1614	30727169	0.0903808	0.004597151343383025	0.005321760784927604
19	18782131	19130393	2.7	0.0	4016	92263462	2.4762282	0.0059381884029316235	0.008760911775104751
19	19130393	19203011	3.0	0.0	3513	18017967	3.9792653999999996	0.003134723061859874	0.011349941847511345
19	19203011	20171690	3.0	0.0	3034	4493446	1.7645771	0.016556292936882665	0.020488616233068163
19	20171690	20929369	3.0	0.0	2088	38737143	3.8030781	0.003531272825157599	0.010011831449361746
19	20929369	21547388	3.0	0.0	5447	93630808	5.6877967	0.0025652644873727986	0.008898124580601576
19	21547388	22394367	3.0	0.0	335	71686240	5.6117415	0.0005646356633806256	0.0008025066826073573
19	22394367	23053966	1.0	0.0	5844	51266993	1.5623589999999998	0.00600401611736547	0.008251768928593204
19	23053966	24133540	0.55	0.0	1563	78914933	5.7399293	0.014815400113058666	0.02041622395884682
19	24133540	28639956	1.0	0.0	4294	76847349	4.8399301999999995	0.006691881312411045	0.009330753248520274
19	28639956	29211217	3.0	0.0	1731	71300604	3.1747064	0.002747791634606278	0.0036208153532285097
19	29211217	29564491	3.0	0.0	2866	72202677	4.2993524999999995	0.006032797917274816	0.01934828174927787
19	29564491	30087214	3.0	0.0	2420	98170878	0.316845	0.003964061737901462	0.011630047115336299
19	30087214	30541534	0.0	0.0	5456	25243246	3.0342705	0.0012020843182958736	0.011913428647880172
19	30541534	32521673	0.0	0.0	3959	87163369	2.3759649	0.013649062918454663	0.02712077866279432
19	32521673	35017629	0.0	0.0	645	12551739	2.2780899999999997	0.002803625773692919	0.025802235363554204
19	35017629	35495689	0.0	0.0	4136	36235300	5.5597546	0.004233729378650599	0.01101416693267918
19	35495689	36453744	1.0	0.0	2011	47089651	1.8534819	0.0014974365560649853	0.0093483786730574
19	36453744	38398939	1.0	0.0	1502	52647732	3.2621324	0.0025656720361888438	0.004835301368482319
19	38398939	39333412	1.03	0.0	620	1428969	3.8353156999999998	0.0006272569111222144	0.029125655684166103
19	39333412	40843972	1.0	0.0	5420	22734686	2.4568791	0.00393045125262161	0.012939366279788478
19	40843972	40895826	0.55	0.0	5643	24192169	3.9126713	0.004491185888629563	0.016155886013291983
19	40895826	41591059	1.1	0.0	1004	36677942	3.8677135	0.014285816618691534	0.01431772144092907
19	41591059	42161910	1.2000000000000002	0.0	2108	58854791	0.9709664	0.0006367762280182305	0.015918666866596536
19	42161910	44278260	0.65	0.0	1343	56556687	2.580184	0.0011728351088861558	0.0021372838233107948
19	44278260	44331022	0.65	0.0	5144	47546536	2.0468390999999997	0.0009643750751315515	0.004294088919358627
19	44331022	44550589	0.65	0.0	2967	30567234	3.163973	0.0023545658241185025	0.014304420042585189
19	44550589	44559642	0.65	0.0	5809	65174307	0.4872261	0.0016225593190809875	0.005559190940503669
19	44559642	45379663	0.55	0.0	1601	20135419	5.4583867999999995	0.0016731393239528092	0.012027106696274171
19	45379663	45853136	0.55	0.0	2705	35360052	3.1722840999999997	0.0011760854357574999	0.03184186321110159
19	45853136	49780411	0.55	0.0	2076	76839508	3.2870760999999997	0.0024709086847486917	0.004852614151219776
19	49780411	50485713	0.55	0.0	970	31106166	4.6676885	0.002169004373877635	0.0066823907261263004
19	50485713	51647137	0.44999999999999996	0.0	1239	11970748	1.2614716	0.024240926111563726	0.026826280322464046
19	51647137	51922307	0.9	0.0	1861	35122447	0.9391037999999999	0.0027571122400263538	0.019664825047041087
19	51922307	59128983	1.0	0.0	1162	96880376	5.7873224	0.0025157711669831395	0.0038488249007181856
20	1	793124	1.0	1.0	1360	87013274	2.3798405	0.0007779516210927149	0.03774282796937292
20	793124	838130	1.0	0.0	5136	91268754	4.1576411	0.003909178614160807	0.01515418447695069
20	838130	2785227	1.0	1.0	5414	416550	0.07606299999999999	0.0037734541615382197	0.011402414003171725
20	2785227	2949314	1.0	0.95	2510	37607075	1.2740337	0.0036144723323178773	0.020880976173591425
20	2949314	3583439	1.1	0.95	3150	65047966	0.3556955	0.009102736565421744	0.03135288408237761
20	3583439	4392686	1.0	0.95	2614	12079753	2.9950715999999997	0.02205021613909096	0.02278680414892046
20	4392686	4882052	1.3	0.95	2153	86756294	3.2671859999999997	5.794765993211665e-05	0.012915110436593285
20	4882052	5665747	1.3	1.0	235	68307610	2.2617389	0.010498234494794163	0.01240076662693778
20	5665747	6177210	2.3	1.0	3733	72056162	2.7774747	0.005921702756952449	0.03002361516713427
20	6177210	7512565	2.3	1.1	4214	80403127	0.5595048	0.006870991546511262	0.020036571760865436
20	7512565	8879879	1.3	1.1	4951	69777185	1.4961301999999999	0.00010501430097483371	0.008695457980299422
20	8879879	9600849	1.1	1.0	2947	10240947	0.7494524	0.010159354454066589	0.017977760996878433
20	9600849	11401538	1.07	1.0	1362	91836514	5.082119	0.0056985031358191985	0.01843015150266325
20	11401538	13791765	1.1	1.0	1434	47302919	5.199408399999999	0.004724409376337154	0.008813609474335408
20	13791765	15991929	1.0	1.0	3321	15538554	4.362919	0.000437056557841772	0.0019240143577502948
20	15991929	16204265	2.0	1.0	4392	42215001	5.991783799999999	0.003626449962677799	0.01310484828075177
20	16204265	16823207	1.0	1.0	1868	88050906	0.7349026	0.007078169614325102	0.009299514424697418
20	16823207	18372733	4.0	1.0	2794	29477379	0.5902687999999999	0.005425781271865155	0.0071590775738538705
20	18372733	23785595	1.0	1.0	2488	36623511	1.2572988999999999	0.00013340996872945074	0.004166897877208024
20	23785595	24641250	6.0	1.0	3205	81333176	5.2476454	0.00564792985578905	0.008906838292040947
20	24641250	25148418	6.0	0.9	4639	16396769	1.0504741	0.0005794978309484549	0.0051407146769333004
20	25148418	26197792	1.0	0.9	3117	80935596	3.4125341999999996	0.020521466408026153	0.03801838312841855
20	26197792	26373946	1.0	1.0	4457	76630616	0.8921302999999999	0.000847419749434354	0.024894894383535815
20	26373946	27289724	2.2	1.0	2043	16114873	3.2107186	0.003050659654042912	0.0056210660209470974
20	27289724	29365064	1.0	1.0	1664	85347180	4.404164	0.0001251983474478938	0.0005030864396416139
20	29365064	29973919	1.0	0.55	2609	64093215	3.0121015	0.01184777213271617	0.02243338033375463
20	29973919	30056147	2.0	0.55	1082	97719972	0.8551386999999999	0.003819631344584553	0.010657692548612221
20	30056147	31512760	2.0	0.4	5846	74870808	2.5438144	0.0005378590669882564	0.004270290622128929
20	31512760	31670252	2.0	0.4	3184	38265315	2.0996641	0.001723642386830467	0.008678014855495087
20	31670252	32614543	2.0	0.55	967	97098261	4.5551655	0.0007455195419628401	0.013724157328215872
20	32614543	37523914	1.0	0.55	3713	45366184	3.3027773	0.0014346846382291092	0.008158259581704986
20	37523914	38203368	1.0	0.5	886	84110933	0.0039013	0.03187390298172432	0.039585696695225846
20	38203368	40464362	1.0	1.0	2072	80491472	3.4671566	0.0022661821773177285	0.016125028718066294
20	40464362	40772800	1.0	0.5	3661	26392028	5.0473944	0.002643167873699497	0.007978006160089703
20	40772800	40890934	1.0	0.55	2572	64249782	4.1004968	0.006624967849757812	0.008980794520438358
20	40890934	41051517	2.1	1.0	1615	75298156	4.0259649	0.000979670623228164	0.006648752603463145
20	41051517	42831117	2.1	1.45	5468	97501903	2.5200684	0.0027531014788980744	0.00501648805049968
20	42831117	43052028	2.1	1.0	5695	8573666	1.2976279	0.0012317686123498916	0.01665200439447922
20	43052028	44320412	1.0	0.55	1310	36185000	2.9522635	0.00047341675470872785	0.001939253209592249
20	44320412	45161826	1.0	1.0	3305	54087717	2.133469	0.003908751513816722	0.015407076294689275
20	45161826	47891412	1.0	0.95	5078	28870308	2.1245501	0.00870146109313989	0.012244915630638939
20	47891412	48016805	0.95	0.0	2321	2377004	1.7642232	0.003167606222354293	0.020362398851266443
20	48016805	48228023	1.0	0.0	1915	60885057	1.2658013	0.004032285347412036	0.013935399326121884
20	48228023	48234170	1.1	0.0	1330	51741459	1.9939533999999999	0.0023312012037752967	0.004735656617702468
20	48234170	49635214	1.1	0.0	2347	13331522	3.8012576	0.0040412718387964255	0.015366987203830586
20	49635214	51072186	2.1	0.0	334	18037603	3.6990873	0.0035751788094705444	0.009862314556581963
20	51072186	51467733	2.1	0.0	1585	45709288	3.1305483	0.006186328041929153	0.02528642036220203
20	51467733	51731866	1.1	0.0	4912	14601487	3.1079649999999996	0.004120015411980693	0.011989341544780997
20	51731866	51823478	1.1	0.0	5455	48257339	3.3438808	0.0005536637036494008	0.0052617397371807545
20	51823478	51838936	1.0	0.0	1399	32155091	4.1068277	0.0074108247167829835	0.06227091200527088
20	51838936	57846657	1.0	0.0	1061	922459	2.151881	0.0023102131703143618	0.005567650219499363
20	57846657	63025520	1.0	1.0	3513	33308210	5.6515011	0.0002680480649811849	0.0053143621372959615
21	1	4450638	1.0	1.0	5450	12538351	4.1103227	0.002628544419524556	0.0218630270760235
21	4450638	4471669	1.0	0.55	4582	84127810	2.1454404	0.0019981715539484596	0.003711458153604393
21	4471669	5564082	1.0	1.0	951	85292030	4.7946813	0.009811348106975102	0.011826130015365815
21	5564082	5914423	1.6	1.0	1387	86604776	4.3133003	0.004098711238521466	0.013928724159534398
21	5914423	8810912	1.0	1.0	2912	81446435	5.9726893	0.004906267175252361	0.008715468454761604
21	8810912	10965037	1.0	0.7	3490	13159488	1.9067836	0.000375218450855192	0.012632295163612361
21	10965037	12364550	1.0	1.0	608	11507195	0.5870919	0.0061897127897555596	0.006468143362531782
21	12364550	13101395	3.0	1.0	4142	29689992	0.8958225999999999	0.0025488947958779997	0.020472623861340213
21	13101395	13743749	1.0	1.0	422	39583443	0.7355904999999999	0.012635216121317024	0.01790962316654627
21	13743749	14498079	1.0	0.0	4355	93832451	2.0760057	0.0015516742734427555	0.013257140649301252
21	14498079	14691719	1.0	1.0	4299	30181698	0.2197865	0.008684173195912241	0.011352109139666089
21	14691719	15494136	2.0	1.0	665	37476502	3.9664466999999997	0.011649265099189562	0.012631257996887866
21	15494136	15945218	2.1	1.0	5528	88768198	4.6706559	0.000988607730879367	0.006906697133583989
21	15945218	17250413	2.0	1.0	3449	5088473	0.7384864	0.004660354795559976	0.006066645753127904
21	17250413	18786030	1.0	1.0	315	89090283	0.7110685	0.011804561023295974	0.022724648408506992
21	18786030	19810402	2.0	1.0	1219	74245881	1.9020518	0.003028212041421046	0.003924676282142047
21	19810402	20331090	4.0	2.0	3827	87917633	1.8693199999999999	0.002042422939050008	0.014008239100630775
21	20331090	20516175	4.05	2.0	4571	61851175	0.27769099999999997	0.00834849105252189	0.024014477055780716
21	20516175	21718152	4.05	0.0	2893	95103738	5.5736709	0.003960782644381544	0.009925310971921288
21	21718152	21976259	4.15	0.0	2262	63644081	0.7886091	0.007393732978459322	0.00811620396937463
21	21976259	22286537	4.15	2.0	2826	39538415	1.5962319	0.0003708098656518569	0.01695532707088953
21	22286537	22824120	2.0	1.15	4222	15240937	3.491376	0.0010409612422403098	0.0020938251805551404
21	22824120	23119581	1.15	1.0	69	66531768	4.0015149999999995	0.00894060740397002	0.014707736873686402
21	23119581	24244491	1.0	0.0	1884	61474765	1.5267811999999998	0.011979268524057948	0.02233671273222456
21	24244491	25770130	1.0	0.0	1954	15107796	1.6070117	0.008527301416062706	0.0243990123612094
21	25770130	28787343	1.0	0.0	12	97998080	4.764260999999999	0.006189263841868096	0.03520313827683963
21	28787343	28973068	1.0	0.0	2978	70098927	4.2087344	0.013795946131135828	0.016089200512560586
21	28973068	30306543	1.0	0.0	761	56787084	3.0100933	0.004547528586794669	0.007476894222628558
21	30306543	30896139	1.0	1.0	2978	98715474	3.6393868	0.0019889987326062596	0.013482087924407138
21	30896139	31478686	2.8	1.0	3042	68749580	0.24753989999999998	0.0008375436910131926	0.03129222358597985
21	31478686	33071377	3.6999999999999997	1.0	3259	22547826	0.16635999999999998	0.009133038161431843	0.0199826497443985
21	33071377	33953934	2.8	1.0	4794	20418487	0.16965149999999998	0.003929109720869723	0.016384899207196837
21	33953934	34746420	2.8	0.4	933	24954411	0.6758782999999999	0.0011412772386828589	0.006312812448364978
21	34746420	35773490	2.8	0.10000000000000009	792	57253058	5.943901899999999	0.001028811946897285	0.00955058695871079
21	35773490	37175060	2.8	0.7	3672	34828647	4.2682894	0.0026962883335500797	0.014054389987988651
21	37175060	37569744	2.8	0.7	3805	10260310	4.173883	0.002207834082603466	0.006934666037141514
21	37569744	38972130	2.8	0.7	4802	89983948	0.9381411	0.008442774294112205	0.00991435827237542
21	38972130	39247149	2.8	2.0999999999999996	1986	47577506	1.8803759	0.0054354972456195985	0.013012550042150342
21	39247149	39378628	2.8	1.9	2939	92147195	4.1079707999999995	0.005203335226593605	0.009427931419628385
21	39378628	39544454	2.8	1.7999999999999998	226	86916038	5.4706738999999995	0.0041810520750428706	0.004263840526302459
21	39544454	41039867	1.7999999999999998	1.0	3293	34388926	5.2846302	0.0010682697895668164	0.012843896868339082
21	41039867	41446596	1.9	1.0	4464	88708776	1.1159847999999999	0.012716896518174862	0.015746116466709485
21	41446596	41622761	2.0	1.0	99	33939512	2.6780223	0.001757266919919346	0.027172658464169542
21	41622761	41714835	2.0	2.0	4564	86657387	3.1938115999999996	0.00038411958595976073	0.0023894689328694493
21	41714835	42173241	2.0	1.1	680	3654329	5.642512099999999	0.0007439995589174752	0.0023686146411804137
21	42173241	42425555	1.1	1.0	1870	54197837	1.4750526	0.0004031250529370196	0.0024776018987776646
21	42425555	42796715	2.0	1.1	5010	31382566	3.3827800999999997	0.004669029899286161	0.013897186346338448
21	42796715	42922164	1.1	0.0	1966	97163487	2.455157	0.002234403777662113	0.008349105799673405
21	42922164	43502601	1.4	0.0	5656	41640218	0.6122422	0.014662180205290072	0.05621843722119361
21	43502601	43522220	1.1	0.0	4547	40602989	5.432733499999999	0.0015552422270298989	0.02985803360357037
21	43522220	45248911	2.1	0.0	3150	25631144	1.8003619	0.00288244549610796	0.004020928094728719
21	45248911	45379120	2.1	0.0	4313	94555647	2.975562	0.004981786535410343	0.02382246405007433
21	45379120	45555759	2.1	0.0	2545	48325642	4.3370426	0.00405232294382684	0.009445321876597183
21	45555759	46704914	1.1	0.0	4573	25177316	4.688763799999999	0.0018268451605463895	0.04977914881159881
21	46704914	47117991	1.1	0.0	3435	60342291	0.663702	0.008132131467976266	0.014523101830359004
21	47117991	48029028	1.1	1.0	401	89667693	4.8794547	0.00016118966804675393	0.004743904312738782
21	48029028	48129895	1.0	1.0	5230	4448180	2.9607655999999998	0.010967169243513833	0.019867608701237226
22	1	189703	1.0	0.0	4107	94179671	1.0514489999999999	0.0019197508949179202	0.003109141197122681
22	189703	1806956	1.0	0.0	4017	17708717	2.2592297	0.004676923915076541	0.011292779992552597
22	1806956	2087642	0.0	0.0	813	55292784	5.6495128	0.0010106742465450635	0.020723577049881287
22	2087642	2929520	0.0	0.0	2588	17965654	5.6179001	0.0003042404871006331	0.006763633341969102
22	2929520	4232428	0.0	0.0	4842	54388796	1.0661431	0.005712399829587837	0.024694276409905114
22	4232428	4766858	0.0	0.0	4470	40637738	5.1850885	0.002429282326078147	0.007318984709366165
22	4766858	5661547	0.0	0.0	400	18897247	4.2553114999999995	0.00016883550994544377	0.02568966012391949
22	5661547	7148870	0.0	0.0	1838	72979951	3.5964655999999997	0.005252529105591462	0.019620460195162327
22	7148870	13307101	0.0	0.0	3905	39608861	1.3676078999999999	0.007678069554939857	0.013877322214989463
22	13307101	14065314	0.0	0.0	2784	78762963	2.8037039999999998	0.00024545870753936504	0.019991265141263086
22	14065314	14596092	1.0	0.0	2623	76329449	3.7671194999999997	0.0015628116239029134	0.005213926987721675
22	14596092	15728520	1.0	0.0	5524	15161914	5.096059299999999	0.009508498349701262	0.010587145125147846
22	15728520	16679831	2.0	0.0	2453	2199881	3.3402100999999997	0.002072837397774838	0.003325902408710158
22	16679831	17594713	2.0	0.0	2579	43762211	4.0408133	0.00022573041684528333	0.009414423312665367
22	17594713	18433665	1.0	0.0	4851	83626530	4.9704388	0.00017956368815449648	0.0007737012854252114
22	18433665	18518086	3.0	0.0	3365	84202056	1.6238119	0.0001182759911452796	0.017690239237835356
22	18518086	19103000	4.0	0.0	1614	54454243	0.017657	0.0051970217448200715	0.007905707266130402
22	19103000	20080147	2.0	0.0	160	29188400	0.4479221	0.008697166260012533	0.011883497206385141
22	20080147	20298954	2.0	0.0	443	19820875	2.194906	0.0014068338696595468	0.0035324322680942073
22	20298954	20595704	1.0	0.0	2877	43252408	2.5341776	0.006529358462895618	0.01857000398098643
22	20595704	20792138	0.7	0.0	4269	87951321	0.5585391	0.003343791830101453	0.010350721907307611
22	20792138	21707132	0.7	0.0	2281	6617768	4.6825873	0.0032491113232122845	0.003887601495447104
22	21707132	22676576	0.7	0.0	4316	17256535	4.730086399999999	0.004463510549778072	0.006883345681548201
22	22676576	24513873	0.7	0.0	1640	5970651	3.7509816999999996	0.005179994321144579	0.006216243543397191
22	24513873	24792311	0.0	0.0	784	51544421	2.794994	0.0006820619695725782	0.017505995284215575
22	24792311	25547060	0.7	0.0	5085	79842593	4.3628521	0.004738292422579721	0.006308617935336254
22	25547060	25979062	1.0	0.0	4930	32379427	2.6222984	0.006549803922869722	0.011782501587270164
22	25979062	26460546	1.0	0.0	1002	71812129	1.4547039	0.0008296870402290557	0.0017765058062603834
22	26460546	27060206	1.0	0.0	1321	18135122	3.5711003999999997	0.0010097425843722733	0.0010155475468617051
22	27060206	28120370	1.0	0.0	665	85743513	1.0137523	0.002206751555292403	0.01420472750309054
22	28120370	29333461	1.0	0.0	1776	64427206	1.0339481	0.005827438029435911	0.010070897664883229
22	29333461	29903537	1.0	0.0	3509	63636259	0.42666509999999996	0.0029980066537499787	0.005099919307449835
22	29903537	29976191	1.0	0.0	4686	86581819	1.5111736999999998	0.005892012111536151	0.007994880154041326
22	29976191	30149339	1.0	0.0	932	43891351	4.3801207	0.0026134327432155062	0.004597076261459063
22	30149339	30892849	1.0	0.0	3812	40366742	5.4179407	0.0015588908445261602	0.08248067255284249
22	30892849	31991540	1.0	0.0	5686	86857077	2.4948658	0.010424774111587732	0.020742893343550912
22	31991540	32181516	1.0	0.0	1338	93724802	3.3342674999999997	0.00695071560609015	0.008538320615912075
22	32181516	32992089	1.0	0.0	1674	60305801	5.4039918	0.0052606165549216625	0.08245963855186769
22	32992089	33238633	1.0	0.0	4977	37403857	2.39115	0.0015417098719411884	0.020866245847270082
22	33238633	33635649	1.03	0.0	1943	29876105	3.4942708999999996	0.003944995376418539	0.005914940075654217
